region,ra_peak,dec_peak,ra_cen,dec_cen,ra_ctd,dec_ctd,r_circ,r_max,r_cen,r_ctd,npix,background,snr
371,353.62112595012974,-36.104592279798844,353.62108665773957,-36.10458963383213,353.621092814821,-36.1045895890345,1.034176589165282,0.8246211304882485,0.38125758461049847,0.38083671999902124,21,333.56926273885216,4.882868116090345
372,353.6044827409645,-36.11709093970401,353.6043801518271,-36.11710481318315,353.60438979139724,-36.11710873549228,2.4721548929484136,1.612451596628694,0.8869580792966894,0.8864025016635007,120,178.00380069013494,8.891531318380906
374,353.62373847302933,-36.07792561554643,353.62369660537655,-36.07794531292766,353.62371228351674,-36.07794631885181,2.366908109081279,1.8110770062435841,0.8563871962960093,0.8551637405652072,110,183.31738911743892,7.034110252389568
375,353.61741363374,-36.09192551388888,353.61751962825616,-36.091863789906384,353.61751341052144,-36.09186582116415,1.9149229459268768,1.3416407914937427,0.6511582087258552,0.6508658628859668,72,242.45663646170377,6.846167130162421
376,353.59891555437986,-36.10575664521724,353.59890091477126,-36.105787375195675,353.59889540846115,-36.105785787212604,1.54715556557901,1.077032962529337,0.5868871152085692,0.586640701459472,47,400.83380006367537,7.433431280293935
377,353.630063955346,-36.09398093813666,353.6300620385599,-36.09390840738177,353.630062060577,-36.09390821632993,1.9149229459268768,1.3416408189895719,0.7280803461616394,0.7280800184830133,72,437.23431480389144,6.838509454948244
378,353.62160742468035,-36.091925617695466,353.6216217798309,-36.09186945173252,353.62161653968326,-36.09188458244875,2.1528102431092235,1.4142136042282638,0.7276843624391555,0.7254826738132616,91,202.48990125732132,6.789859395154574
379,353.6304081319689,-36.098092027059465,353.63039634584794,-36.098098377028236,353.6303889404259,-36.09809419097049,1.335116235624909,1.1313708300969691,0.5321019145723056,0.5314520933155845,35,324.33848757873284,5.451346348916421
381,353.63178365412597,-36.10148081757612,353.6318250889752,-36.1015071676331,353.63182451796894,-36.10149571579768,1.9931149940667519,1.2806248066842005,0.6838065213084931,0.6825605957163212,78,177.51853051706016,4.154264722308153
382,353.59671529174466,-36.10531174966957,353.59669785308904,-36.105261745922974,353.5966973984388,-36.105275518606035,2.573100393032275,1.7888544293673956,0.8781903370307722,0.8767885595078673,130,219.73892944461298,6.142282117784977
383,353.60111753462644,-36.09997927877617,353.6011394387722,-36.10004772065328,353.60114011191126,-36.10003899132012,1.8746042631630413,1.79999995541167,0.7104057664043525,0.7097076516293428,69,308.8589882280151,6.898521011387207
